0,1,0,1,1,0,1,0,0,1,0,0,1
1,0,0,1,0,1,1,0,1,0,0,0,0
2,1,1,1,0,1,0,1,1,0,1,0,1
3,0,0,0,0,1,1,0,0,1,1,1,0
4,1,1,1,0,0,1,1,1,1,1,1,1
5,0,1,0,0,0,1,0,1,1,1,0,1
6,1,1,1,0,0,0,1,0,1,0,0,0
7,0,0,0,0,0,1,1,1,0,0,0,0
8,0,0,0,1,0,1,1,0,1,1,0,0
9,1,0,0,1,0,1,0,0,1,0,1,1
10,1,1,0,1,0,0,0,1,0,1,0,1
11,1,0,0,0,0,0,1,0,1,1,0,0
12,1,1,1,0,0,0,1,0,0,1,1,0
13,1,1,0,1,0,0,1,0,0,0,1,1
14,0,0,0,1,1,0,1,0,1,1,1,1
15,1,0,0,0,1,0,0,1,1,0,1,0
16,0,1,0,1,0,0,0,0,0,0,1,1
17,1,0,1,0,1,0,1,0,1,1,1,0
18,0,0,0,1,0,0,1,1,1,0,0,1
19,1,1,0,1,0,0,0,0,1,1,1,1
20,0,0,1,1,0,1,0,0,0,1,0,0
21,1,1,1,1,1,0,1,0,1,0,0,1
22,1,0,1,0,1,0,0,1,0,0,0,0
23,1,0,0,0,1,1,0,1,1,0,1,0
24,1,1,0,1,0,0,1,0,1,1,0,1
25,1,0,0,0,1,1,1,0,0,0,1,0
26,0,0,1,0,0,1,1,1,0,1,0,1
27,1,1,0,1,1,1,0,1,1,0,1,1
28,1,1,1,1,1,1,1,1,0,1,0,0
29,0,1,0,1,0,0,1,1,0,1,0,1
30,1,1,1,1,0,0,1,0,0,0,0,0
31,1,1,0,0,1,1,1,0,0,0,0,0
32,1,0,0,0,0,1,0,0,0,1,0,1
33,0,0,0,0,0,0,1,0,1,1,1,0
34,1,0,0,1,0,1,1,0,0,1,1,0
35,1,0,0,1,1,0,1,1,1,1,1,1
36,1,0,1,0,1,1,1,0,0,1,1,0
37,1,1,1,1,1,0,1,0,0,0,0,1
38,0,0,0,0,0,0,1,0,0,1,0,0
39,1,1,0,1,1,0,0,0,1,0,1,0
40,0,1,0,0,0,1,0,0,1,0,1,1
41,1,1,0,1,1,0,0,1,1,0,1,0
42,0,0,0,1,0,0,1,1,1,0,1,0
43,0,0,0,1,0,0,1,0,1,1,0,0
44,0,0,0,1,1,1,0,0,0,1,1,0
45,0,0,1,1,1,1,0,1,0,0,0,1
46,1,1,0,0,0,0,1,1,0,1,1,0
47,1,0,1,0,1,0,0,0,0,1,1,0
48,1,1,1,1,1,0,0,0,0,1,1,0
49,1,1,0,0,0,1,1,0,0,0,0,0
50,1,1,0,1,0,1,0,0,0,1,0,1
51,0,0,0,0,1,1,0,1,0,1,1,0
52,1,1,1,1,0,1,1,0,1,0,1,0
53,1,0,0,0,0,1,1,0,0,0,1,0
54,1,0,1,0,0,0,1,1,1,0,0,0
55,1,0,1,0,0,0,1,0,0,1,0,1
56,0,1,0,0,0,1,1,1,1,1,0,0
57,1,1,1,0,1,0,0,1,1,0,0,0
58,1,1,0,0,1,0,1,1,0,0,1,0
59,1,0,0,1,0,1,0,1,1,0,0,0
60,1,0,0,0,0,0,1,0,1,0,1,1
61,1,0,0,0,0,1,0,1,0,0,1,0
62,1,1,1,0,0,0,0,0,1,0,0,1
63,1,1,0,0,0,1,1,0,1,1,0,0
64,1,1,1,0,0,0,1,0,0,0,0,0
65,0,0,1,0,0,1,0,1,0,1,1,1
66,1,1,1,1,0,0,0,0,1,0,0,1
67,1,1,0,1,1,1,1,1,0,0,0,1
68,1,1,1,1,1,0,0,0,0,1,1,1
69,1,1,1,1,0,0,1,1,0,0,1,0
70,1,1,0,1,0,0,0,0,0,1,1,1
71,1,0,0,0,0,1,0,1,0,1,0,1
72,0,0,0,0,0,1,1,1,0,0,1,0
73,0,0,1,0,1,1,1,1,0,0,1,1
74,0,0,1,0,1,1,1,0,0,0,1,0
75,0,0,0,0,1,0,0,1,1,0,0,1
76,0,0,0,1,0,1,1,0,0,1,1,0
77,0,0,1,0,1,0,1,1,1,1,1,0
78,1,1,0,1,1,0,1,1,0,1,1,1
79,1,0,0,0,1,0,1,1,0,0,1,0
80,0,0,0,0,1,0,0,1,0,1,1,1
81,1,1,1,0,0,0,0,1,1,0,1,1
82,1,1,1,1,1,1,0,1,0,0,0,0
